full_text,tokenized_text
kah help,"['kah', 'help']"
,[]
kuliah doank  bisa baca,"['kuliah', 'doank', 'baca']"
tu skpb buka jam berapa ,"['tu', 'skpb', 'buka', 'jam']"
maba  ini  mau ngulang matkul skbp,"['maba', 'ngulang', 'matkul', 'skbp']"
maba jangan akses dulu  ini mahasiswa semester atas webnya down,"['maba', 'akses', 'mahasiswa', 'semester', 'webnya', 'down']"
war frs  captcha nya ngga  dept ku baru mulai jam soalnya,"['war', 'frs', 'captcha', 'nya', 'ngga', 'dept', 'ku', 'jam']"
misal  matkul dept  ngulang terus di smt  jadwalnya itu boleh lgsg ngambil atau harus di smt  ngulangnya,"['matkul', 'dept', 'ngulang', 'smt', 'jadwalnya', 'lgsg', 'ngambil', 'smt', 'ngulangnya']"
   punya list kode matkul sama kode dosen informatika tia,"['list', 'kode', 'matkul', 'kode', 'dosen', 'informatika', 'tia']"
,[]
reaksi agkt  tinggal skripsian,"['reaksi', 'agkt', 'tinggal', 'skripsian']"
udah bisa lagi frenn servernya,"['udah', 'frenn', 'servernya']"
pengayaan wajib nggakk ,"['pengayaan', 'wajib', 'nggakk']"
   punya jadwal kuliah teknik informatika aku mau liat jadwal matkul pengayaannya,"['jadwal', 'kuliah', 'teknik', 'informatika', 'liat', 'jadwal', 'matkul', 'pengayaannya']"
mk pengayaan jurusan kimia emang belum pada buka  jam berapa sihh,"['mk', 'pengayaan', 'jurusan', 'kimia', 'emang', 'buka', 'jam', 'sihh']"
kalo dah bener kabarin yeah,"['kalo', 'dah', 'bener', 'kabarin', 'yeah']"
iki dana pemeliharaan server e digae bangun tower ta,"['iki', 'dana', 'pemeliharaan', 'server', 'e', 'digae', 'bangun', 'tower', 'ta']"
kelas technopreneur emang belum bisa dipilih kah,"['kelas', 'technopreneur', 'emang', 'dipilih', 'kah']"
info jasa war frs,"['info', 'jasa', 'war', 'frs']"
review kelas geowisata  gais,"['review', 'kelas', 'geowisata', 'gais']"
rekomen tempat tes toeic di ,"['rekomen', 'tes', 'toeic']"
maba turu dik,"['maba', 'turu', 'dik']"
buat anak kimia  frs an matkul jurusan masih ntaran bukanya,"['anak', 'kimia', 'frs', 'an', 'matkul', 'jurusan', 'ntaran', 'bukanya']"
institut teknologi sepuluh nopember,"['institut', 'teknologi', 'sepuluh', 'nopember']"
 frsnya paketan dan  udah ambil sks banyak menengo poo  ojo nggarai siakad down,"['frsnya', 'paketan', 'udah', 'ambil', 'sks', 'menengo', 'poo', 'ojo', 'nggarai', 'siakad', 'down']"
kenapa war sih kan maba dah di paketin,"['war', 'sih', 'maba', 'dah', 'paketin']"
maba  perlu ikut frs  adek adek memang  bbrp depart  bisa nambah di smt tapi  smua so,"['maba', 'frs', 'adek', 'adek', 'bbrp', 'depart', 'nambah', 'smt', 'smua', 'so']"
kalian ambil pengayaan apaaaa,"['ambil', 'pengayaan', 'apaaaa']"
ini emg servernya down semua atau di departemen tertentu aja si,"['emg', 'servernya', 'down', 'departemen', 'aja', 'si']"
kuliah sks doang yay or nay dah males frs an syukuri   didapat,"['kuliah', 'sks', 'doang', 'yay', 'or', 'nay', 'dah', 'males', 'frs', 'an', 'syukuri']"
  myits nya kaya gini gaa uda di login teman juga tetap gabisa,"['myits', 'nya', 'kaya', 'gini', 'gaa', 'uda', 'login', 'teman', 'gabisa']"
semester kemarin bukannya lancar aja  frs,"['semester', 'kemarin', 'lancar', 'aja', 'frs']"
mari menyambut senin pagi dengan sambat akibat server error,"['mari', 'menyambut', 'senin', 'pagi', 'sambat', 'akibat', 'server', 'error']"
bunderan elit server syulit,"['bunderan', 'elit', 'server', 'syulit']"
klean war pagi amat  allah ini sampe down aku mulessssssssss,"['klean', 'war', 'pagi', 'allah', 'sampe', 'down', 'mulessssssssss']"
inpo pada gabisa kah,"['inpo', 'gabisa', 'kah']"
maba jangan war dulu cok,"['maba', 'war', 'cok']"
ini gabisa ngambil sks lebih  btw aku maba,"['gabisa', 'ngambil', 'sks', 'btw', 'maba']"
menit menuju pertumpahan darah,"['menit', 'pertumpahan', 'darah']"
rekomendasikan matkul pengayaan dongg,"['rekomendasikan', 'matkul', 'pengayaan', 'dongg']"
kalau ambil matkulwar frs itu lewat mana  lewat menu formulir rencana studi kah,"['ambil', 'matkulwar', 'frs', 'menu', 'formulir', 'rencana', 'studi', 'kah']"
 kalau ngambil matkul kkn,"['ngambil', 'matkul', 'kkn']"
 info  kos cewek sekitar keputih,"['info', 'kos', 'cewek', 'keputih']"
sebelum masuk perkuliahan di,"['masuk', 'perkuliahan']"
menurutmu dapetin rbbulan dari jerih payah sendiri itu susah  kalo gak,"['menurutmu', 'dapetin', 'rbbulan', 'jerih', 'payah', 'susah', 'kalo', 'gak']"
  sekalian   bisa ditanyain ttg nambah sks,"['ditanyain', 'ttg', 'nambah', 'sks']"
yuuu berbagi jadwal dept kalian buat referensi ambil matkul pengayaan,"['yuuu', 'berbagi', 'jadwal', 'dept', 'referensi', 'ambil', 'matkul', 'pengayaan']"
gais  dari departemen biologi boleh minta jadwal ngga ,"['gais', 'departemen', 'biologi', 'jadwal', 'ngga']"
ini uda bisa ambil matkul skrg kalo diaku,"['uda', 'ambil', 'matkul', 'skrg', 'kalo', 'diaku']"
maba kalo semester  berminat nambah sks berarti gaperlu ikut frs ,"['maba', 'kalo', 'semester', 'berminat', 'nambah', 'sks', 'gaperlu', 'frs']"
 ,[]
matkul pengayaan tu jadwalnya serempak jumat siang ,"['matkul', 'pengayaan', 'tu', 'jadwalnya', 'serempak', 'jumat', 'siang']"
 q tekla notice aku ,"['q', 'tekla', 'notice']"
berani tag  kalian,"['berani', 'tag']"
,[]
 jual takoyaki di area  timur di daerah mana   dr kemarin ngidam takoyaki,"['jual', 'takoyaki', 'area', 'timur', 'daerah', 'dr', 'kemarin', 'ngidam', 'takoyaki']"
dicari   mau sama temen sender anak biomed nrp blkg  mau rep aja nanti sender dm,"['dicari', 'temen', 'sender', 'anak', 'biomed', 'nrp', 'blkg', 'rep', 'aja', 'sender', 'dm']"
  bisa share jadwal perkuliahan teknik lingkungan sender butuh buat matkul pengayaan makasiih,"['share', 'jadwal', 'perkuliahan', 'teknik', 'lingkungan', 'sender', 'butuh', 'matkul', 'pengayaan', 'makasiih']"
 adakah  anak manbis tahun ketiga or keempat kalo  tolong rep  mau nanya hehe,"['adakah', 'anak', 'manbis', 'ketiga', 'or', 'keempat', 'kalo', 'tolong', 'rep', 'nanya', 'hehe']"
barangkali   kamar kos di perumdos  kosong buat cewek,"['barangkali', 'kamar', 'kos', 'perumdos', 'kosong', 'cewek']"
cieee besok war frs cieeee  mau modus satu kelas jam sama ayangnya cieeeeee,"['cieee', 'besok', 'war', 'frs', 'cieeee', 'modus', 'kelas', 'jam', 'ayangnya', 'cieeeeee']"
  dri kalian  pernah kehilangan motor terus akhirnya ketemu motor sender hilang,"['dri', 'kehilangan', 'motor', 'ketemu', 'motor', 'sender', 'hilang']"
ges ngeliat jadwal teknopreneur sama wawasan teknologi itu dimana yaa,"['ges', 'ngeliat', 'jadwal', 'teknopreneur', 'wawasan', 'teknologi', 'dimana', 'yaa']"
info angkringan rekomended area ,"['info', 'angkringan', 'rekomended', 'area']"
ayo komen sw ku ,"['ayo', 'komen', 'sw', 'ku']"
info doong   dosen wastek  enak kalau ngajar siapa hehe tia,"['info', 'doong', 'dosen', 'wastek', 'enak', 'ngajar', 'hehe', 'tia']"
mau tanya,[]
tak kasi semangat buat  besok war frs dari seseorang  frsnya paketan sampe lulus,"['kasi', 'semangat', 'besok', 'war', 'frs', 'frsnya', 'paketan', 'sampe', 'lulus']"
help siakad ku knp ,"['help', 'siakad', 'ku', 'knp']"
 dari jurusan manajemen bisnis boleh minta tolong bagi jadwal kuliahnya nggak mau liat buat matkul prngayaan,"['jurusan', 'manajemen', 'bisnis', 'tolong', 'jadwal', 'kuliahnya', 'nggak', 'liat', 'matkul', 'prngayaan']"
,[]
 kalian kalo udh mulai sumpek biasanya ngapain supaya  sumpek lagi,"['kalo', 'udh', 'sumpek', 'ngapain', 'sumpek']"
siapa  blm balik  dan mager buat balik,"['blm', 'mager']"
frs jam berapa ,"['frs', 'jam']"
guys cara download jurnal repositori its gimanaa yaa,"['guys', 'download', 'jurnal', 'repositori', 'its', 'gimanaa', 'yaa']"
 permisi ,['permisi']
bsk war frs,"['bsk', 'war', 'frs']"
siapa  homesick,['homesick']
saran cara dapat uang tambahan  aku ngerasa beban keluarga banget,"['saran', 'uang', 'tambahan', 'ngerasa', 'beban', 'keluarga', 'banget']"
gaiss   ngekos di kos ladies bme kalo  mau tanya tanya thankyouu,"['gaiss', 'ngekos', 'kos', 'ladies', 'bme', 'kalo', 'thankyouu']"
 punya info kos  mingguan daerah keputih,"['info', 'kos', 'mingguan', 'daerah', 'keputih']"
besok frs mulai jam berapa ,"['besok', 'frs', 'jam']"
  aku balik  itu sampenya jam malem kirakira aman    reschedule aja  butuh saran,"['sampenya', 'jam', 'malem', 'kirakira', 'aman', 'reschedule', 'aja', 'butuh', 'saran']"
hari ini balik ke ,[]
 kalian tuh kalo ketawa wkwkwk tuh bacanya wokwokwok  wekawekaweka atau wakakakak  gimana,"['tuh', 'kalo', 'ketawa', 'wkwkwk', 'tuh', 'bacanya', 'wokwokwok', 'wekawekaweka', 'wakakakak', 'gimana']"
ini ayahku nanya cara login my its wali,"['ayahku', 'nanya', 'login', 'my', 'its', 'wali']"
sks di berat engga   dari sekian semester aku baru kali ini dapet jatah sks,"['sks', 'berat', 'engga', 'sekian', 'semester', 'kali', 'dapet', 'jatah', 'sks']"
infokan kost cewek k,"['infokan', 'kost', 'cewek', 'k']"
info joki war frs matkul aja gais,"['info', 'joki', 'war', 'frs', 'matkul', 'aja', 'gais']"
ini jihyo di  slbh mana ,"['jihyo', 'slbh']"
permisi izin tanya kepada anak dkv,"['permisi', 'izin', 'anak', 'dkv']"
  punya jadwal mata kuliah tekling makasih,"['jadwal', 'mata', 'kuliah', 'tekling', 'makasih']"
,[]
seminggu terakhir libur,"['seminggu', 'libur']"
saran  guys warnet di   koneksinya super kenceng dan nyaman jugaa,"['saran', 'guys', 'warnet', 'koneksinya', 'super', 'kenceng', 'nyaman', 'jugaa']"
cheer me up huhu sedih banget sama siklus pergantian teman padahal udah smt tetep belom terbiasa,"['cheer', 'me', 'up', 'huhu', 'sedih', 'banget', 'siklus', 'pergantian', 'teman', 'udah', 'smt', 'tetep', 'belom', 'terbiasa']"
tersenyum melihat sem genap,"['tersenyum', 'sem', 'genap']"
fyush keputih angin nya lagi kenceng,"['fyush', 'keputih', 'angin', 'nya', 'kenceng']"
,[]
  arsi,['arsi']
sudah siap war besok blm ,"['war', 'besok', 'blm']"
pardon for venting,"['pardon', 'for', 'venting']"
cara liat matkul pengayaan  buka dan jadwalnya liat dimana yaa,"['liat', 'matkul', 'pengayaan', 'buka', 'jadwalnya', 'liat', 'dimana', 'yaa']"
,[]
 ruang tu skpb tower lantai itu dimana sih,"['ruang', 'tu', 'skpb', 'tower', 'lantai', 'dimana', 'sih']"
siangg  mau tanya kalau jurusan teknik sipil dapet c mau cumlaude boleh gak  kalo ngulang maaci,"['siangg', 'jurusan', 'teknik', 'sipil', 'dapet', 'c', 'cumlaude', 'gak', 'kalo', 'ngulang', 'maaci']"
 paling rame kayaknya perrkara galon asrama,"['rame', 'kayaknya', 'perrkara', 'galon', 'asrama']"
unpopular opinion di nilai ukt sudah tergolong murah dibandingkan dengan kampus lain,"['unpopular', 'opinion', 'nilai', 'ukt', 'tergolong', 'murah', 'dibandingkan', 'kampus']"
,[]
memantau base kampus sebelah karena di its isinya kalo  review dosen  jastip barang,"['memantau', 'base', 'kampus', 'sebelah', 'its', 'isinya', 'kalo', 'review', 'dosen', 'jastip', 'barang']"
 beli sarung guling di sekitaran its dimana ,"['beli', 'sarung', 'guling', 'sekitaran', 'its', 'dimana']"
 apakah   bisa bantuin war krs hehehe  feenya nanti,"['bantuin', 'war', 'krs', 'hehehe', 'feenya']"
 jual rugi sepatu safety k aja krn salah size beli ukuran dan,"['jual', 'rugi', 'sepatu', 'safety', 'k', 'aja', 'krn', 'salah', 'size', 'beli', 'ukuran']"
maba     bisa ditanyain soal frs an makasiii,"['maba', 'ditanyain', 'frs', 'an', 'makasiii']"
gaiss di sini   minat les privat mat gaa aku pengen buka privat kalo tertarik hehe,"['gaiss', 'minat', 'les', 'privat', 'mat', 'gaa', 'pengen', 'buka', 'privat', 'kalo', 'tertarik', 'hehe']"
biasanya orang selesai sempro itu dikasih kado   ,"['orang', 'selesai', 'sempro', 'dikasih', 'kado']"
ambil matkul pengayaan semester ini online  offline ,"['ambil', 'matkul', 'pengayaan', 'semester', 'online', 'offline']"
maba   di smt ini nambah sks gaa,"['maba', 'smt', 'nambah', 'sks', 'gaa']"
 maaf oot  wts liquid candyman sour strawberry edisi salah beli,"['maaf', 'oot', 'wts', 'liquid', 'candyman', 'sour', 'strawberry', 'edisi', 'salah', 'beli']"
maba sistem frs an itu gimana  harus dateng ke kampus atau gimana makasihh,"['maba', 'sistem', 'frs', 'an', 'gimana', 'dateng', 'kampus', 'gimana', 'makasihh']"
 info mau mastiin besok frsan jam kan yaa,"['info', 'mastiin', 'besok', 'frsan', 'jam', 'yaa']"
 aku baru tau ukm lpm satukosong buka oprec buat semua aaaaa kyknya seru ayo temenin aku,"['tau', 'ukm', 'lpm', 'satukosong', 'buka', 'oprec', 'aaaaa', 'kyknya', 'seru', 'ayo', 'temenin']"
  tau harga wenter dilaundry laundryan berapaan gak  ,"['tau', 'harga', 'wenter', 'dilaundry', 'laundryan', 'berapaan', 'gak']"
 info kontak kos  di perumdos  kamarnya ber ac ngga  makasih,"['info', 'kontak', 'kos', 'perumdos', 'kamarnya', 'ber', 'ac', 'ngga', 'makasih']"
help info kosan  daerah keputih ,"['help', 'info', 'kosan', 'daerah', 'keputih']"
 nyari oprec,"['nyari', 'oprec']"
kalian  udh alumni,"['udh', 'alumni']"
,[]
time to review matkul pengayaan  pernah kalian ambil,"['time', 'to', 'review', 'matkul', 'pengayaan', 'ambil']"
,[]
wdyt guys,"['wdyt', 'guys']"
info kosan ,"['info', 'kosan']"
wts kompor portable kondisi masih bagus k udah dapet gas baru nya yah,"['wts', 'kompor', 'portable', 'kondisi', 'bagus', 'k', 'udah', 'dapet', 'gas', 'nya', 'yah']"
semester ambil seminar gass nggk,"['semester', 'ambil', 'seminar', 'gass', 'nggk']"
tolong rekomendasi drawing pen   gampang mendem tipnya   ,"['tolong', 'rekomendasi', 'drawing', 'pen', 'gampang', 'mendem', 'tipnya']"
anak its pada suka julid  si,"['anak', 'its', 'suka', 'julid', 'si']"
inget jodoh cerminan diri sendiri,"['inget', 'jodoh', 'cerminan']"
  sih  kemarin smt ambil sks terutama anak sipil,"['sih', 'kemarin', 'smt', 'ambil', 'sks', 'anak', 'sipil']"
ngeliat oprec aslab kimia dimana ,"['ngeliat', 'oprec', 'aslab', 'kimia', 'dimana']"
 mau nanya,['nanya']
sks aslabadmin lab gas gaa guis,"['sks', 'aslabadmin', 'lab', 'gas', 'gaa', 'guis']"
semester ambil sks yay or nay,"['semester', 'ambil', 'sks', 'yay', 'or', 'nay']"
gais aku baru sampe  jam set pagi,"['gais', 'sampe', 'jam', 'set', 'pagi']"
how can u walk and smile so pretty,"['how', 'can', 'u', 'walk', 'and', 'smile', 'so', 'pretty']"
  mau oat gakk sender beli online kebanyakan sisa kg nih takut mubazir,"['oat', 'gakk', 'sender', 'beli', 'online', 'kebanyakan', 'sisa', 'kg', 'nih', 'takut', 'mubazir']"
  kimia fsad,"['kimia', 'fsad']"
halo  kalau mau war frs di ccws senin pagi jam boleh  ,"['halo', 'war', 'frs', 'ccws', 'senin', 'pagi', 'jam']"
senin matkul,"['senin', 'matkul']"
 siakad nya gini tanggal di simpen gitu aja man biar  invalid user,"['siakad', 'nya', 'gini', 'tanggal', 'simpen', 'gitu', 'aja', 'man', 'biar', 'invalid', 'user']"
 tu skbp itu di upmb  tw lantai tempat barang ilang itu ,"['tu', 'skbp', 'upmb', 'tw', 'lantai', 'barang', 'ilang']"
   siakadnya error gara gabisa verifikasi data ngga  baru tau sekarang dan dptsi udah tutup krn bukan jam kerja pliss ini gimanaa,"['siakadnya', 'error', 'gara', 'gabisa', 'verifikasi', 'data', 'ngga', 'tau', 'dptsi', 'udah', 'tutup', 'krn', 'jam', 'kerja', 'pliss', 'gimanaa']"
 kira kira frs an tanggal berapa ,"['frs', 'an', 'tanggal']"
ayang jadi,['ayang']
  punya nomer kang sayur perumdos  ,"['nomer', 'kang', 'sayur', 'perumdos']"
  tau tempat servis mouseada  bisa service mouse  yah right click nya ngga jalan tia,"['tau', 'servis', 'mouseada', 'service', 'mouse', 'yah', 'right', 'click', 'nya', 'ngga', 'jalan', 'tia']"
,[]
wts novel sastra karya leo tolstoy judulnya hadji murat kondisi novel masih bagus   robekan,"['wts', 'novel', 'sastra', 'karya', 'leo', 'tolstoy', 'judulnya', 'hadji', 'murat', 'kondisi', 'novel', 'bagus', 'robekan']"
 punya gojekgrab minta tolong cek harga mobil dari juanda ke its dan juanda ke krian  aku di luar kota,"['gojekgrab', 'tolong', 'cek', 'harga', 'mobil', 'juanda', 'its', 'juanda', 'krian', 'kota']"
  dari,[]
sekarang masih bisa ambil libur semester  udh bayar ukt juga  bisa refund kan  tia,"['ambil', 'libur', 'semester', 'udh', 'bayar', 'ukt', 'refund', 'tia']"
ini keputih  rencana buat fogging kah,"['keputih', 'rencana', 'fogging', 'kah']"
info saran laptop  cocok buat maba mtk   ,"['info', 'saran', 'laptop', 'cocok', 'maba', 'mtk']"
,[]
kalian lebih tertarik mana organisasi kampus atau program internshipmbkmpart timesejenisya trus alasanya ,"['tertarik', 'organisasi', 'kampus', 'program', 'internshipmbkmpart', 'timesejenisya', 'trus', 'alasanya']"
daerah dalem kampus atau sekitarnya  wifinya paling kenceng dimana yaa,"['daerah', 'dalem', 'kampus', 'wifinya', 'kenceng', 'dimana', 'yaa']"
help ,['help']
,[]
hack bayar ukt supaya dapet cashback ,"['hack', 'bayar', 'ukt', 'dapet', 'cashback']"
ditemukan uang k di parkiran fisika pada hari jumat bagi  merasa mempunyai dapat menghubungi nomer,"['ditemukan', 'uang', 'k', 'parkiran', 'fisika', 'jumat', 'menghubungi', 'nomer']"
hal gila   pernah lu lakuin waktu lagi naksir sama org,"['gila', 'lu', 'lakuin', 'naksir', 'org']"
  sem ini ambil sks,"['sem', 'ambil', 'sks']"
hi friends,"['hi', 'friends']"
semoga gue dapet coklat pas hari valentine,"['semoga', 'gue', 'dapet', 'coklat', 'pas', 'valentine']"
  stay  selatan dan lagi butuh cuan nggaa aku  nih job buat klen mahasiswa gabut rep ajaa,"['stay', 'selatan', 'butuh', 'cuan', 'nggaa', 'nih', 'job', 'klen', 'mahasiswa', 'gabut', 'rep', 'ajaa']"
mabar ml rank yuk sender gm,"['mabar', 'ml', 'rank', 'yuk', 'sender', 'gm']"
iya aku alumni lagi butuh tutorialnya,"['iya', 'alumni', 'butuh', 'tutorialnya']"
info tutorial diskon kai,"['info', 'tutorial', 'diskon', 'kai']"
info kos  under jt  gais,"['info', 'kos', 'under', 'jt', 'gais']"
fyi broniz telah hadir di sakinah guys,"['fyi', 'broniz', 'hadir', 'sakinah', 'guys']"
mbakmas fisika sks itu gmn ,"['mbakmas', 'fisika', 'sks', 'gmn']"
angsuran spi sama pembayaran ukt mulai januari itu kepisah atau masih jd ,"['angsuran', 'spi', 'pembayaran', 'ukt', 'januari', 'kepisah', 'jd']"
 pernah ke psikolog boleh  spill tempat dan biayanya tia,"['psikolog', 'spill', 'biayanya', 'tia']"
  bisa pulihkan wa tapi cadangan di drive nya ke hapus gak ,"['pulihkan', 'wa', 'cadangan', 'drive', 'nya', 'hapus', 'gak']"
masih  nggak layanan penginapan buat wali mahasiswa di,"['nggak', 'layanan', 'penginapan', 'wali', 'mahasiswa']"
info toko  jual komponen iot arduino dll sekitar  makasii,"['info', 'toko', 'jual', 'komponen', 'iot', 'arduino', 'dll', 'makasii']"
mau tanyaaa  ini siakad emg harus verif data dulu yaaa tp waktu aku verif no hp kok invalidd userr terus pliss   sama gkk,"['tanyaaa', 'siakad', 'emg', 'verif', 'data', 'yaaa', 'tp', 'verif', 'no', 'hp', 'invalidd', 'userr', 'pliss', 'gkk']"
pagi rekkk mau tanya  hari inibesok  festival jejepangan gitu  di  kalo bisa deket yaa terimakasiiiii lt,"['pagi', 'rekkk', 'inibesok', 'festival', 'jejepangan', 'gitu', 'kalo', 'deket', 'yaa', 'terimakasiiiii', 'lt']"
event di its biasanya kerja sama bareng media partner  aja  ,"['event', 'its', 'kerja', 'bareng', 'media', 'partner', 'aja']"
boleh   ngambil sks lebih dari dalam sem misal beberapa utk dikonversi gitu,"['ngambil', 'sks', 'sem', 'utk', 'dikonversi', 'gitu']"
masmba izin nanya untuk maba semester udah bisa war krs,"['masmba', 'izin', 'nanya', 'maba', 'semester', 'udah', 'war', 'krs']"
h  ar u redi,"['h', 'ar', 'u', 'redi']"
misi  adakah  ikut voulenteer tur manusiany tulus,"['misi', 'adakah', 'voulenteer', 'tur', 'manusiany', 'tulus']"
agnostik bf teroris gf naamla,"['agnostik', 'bf', 'teroris', 'gf', 'naamla']"
ukm  seru   di,"['ukm', 'seru']"
bayar ikoma masih bisa trakhir kapan  dibyar gpp,"['bayar', 'ikoma', 'trakhir', 'dibyar', 'gpp']"
batas bayar ukt kapan ,"['batas', 'bayar', 'ukt']"
panci listrik anak anak kos srankan pnci lstrik worth it  i bingung mw bli mju mndur trus dri thun kmaren stlah i list dpt merk ini bgus  mna bun or  merk  lebih cucok simplus,"['panci', 'listrik', 'anak', 'anak', 'kos', 'srankan', 'pnci', 'lstrik', 'worth', 'it', 'i', 'bingung', 'mw', 'bli', 'mju', 'mndur', 'trus', 'dri', 'thun', 'kmaren', 'stlah', 'i', 'list', 'dpt', 'merk', 'bgus', 'mna', 'bun', 'or', 'merk', 'cucok', 'simplus']"
mau tanya,[]
   anak kimia  minat pkm diutamakan  paham tentang kimia organik,"['anak', 'kimia', 'minat', 'pkm', 'diutamakan', 'paham', 'kimia', 'organik']"
mbakmas bikom pkm itu bakal online atau offline  tia,"['mbakmas', 'bikom', 'pkm', 'online', 'offline', 'tia']"
