full_text,tokenized_text
  mau preloved lampu tumblr,"['preloved', 'lampu', 'tumblr']"
pernah gak sih kalian merasa sepi di keramaian dan ingin cepat cepat keluar dari sana,"['gak', 'sih', 'sepi', 'keramaian', 'cepat', 'cepat']"
di perpus  ruangan sepi  bisa buat dipake interview gak ,"['perpus', 'ruangan', 'sepi', 'dipake', 'interview', 'gak']"
 salam kalian untuk  mbk wisudawan w besok,"['salam', 'mbk', 'wisudawan', 'w', 'besok']"
aku baru putus sama cewekku hehe,"['putus', 'cewekku', 'hehe']"
   bisa anjem buat besok jam kurang dari perumdos ke stasiun,"['anjem', 'besok', 'jam', 'perumdos', 'stasiun']"
info laundry antar jemput wangi dan cepet  bisa ke mulyoss ,"['info', 'laundry', 'jemput', 'wangi', 'cepet', 'mulyoss']"
info  bisa anjem besok jam pagi ke langgananku lagi tutup hiks,"['info', 'anjem', 'besok', 'jam', 'pagi', 'langgananku', 'tutup', 'hiks']"
gais   buka jastip makanan malem inii mau dikirim dari keputih ke keputih rencananya,"['gais', 'buka', 'jastip', 'makanan', 'malem', 'inii', 'dikirim', 'keputih', 'keputih', 'rencananya']"
tips deketin cwk cuek  gais,"['tips', 'deketin', 'cwk', 'cuek', 'gais']"
reply mf ini yaa makasih banyak,"['reply', 'mf', 'yaa', 'makasih']"
,[]
di sekitar  jual kwetiaw dimana ,"['jual', 'kwetiaw', 'dimana']"
  rekomen pesen bucket bunga buat wisuda gak ,"['rekomen', 'pesen', 'bucket', 'bunga', 'wisuda', 'gak']"
kontak di bawah irhamna terima kasih,"['kontak', 'irhamna', 'terima', 'kasih']"
info kehilangan bila menemukan dompet dengan ciri ciri berwarna hitam ktp atas nama irhamna bintang pratama atm bca stnk sim a amp sim c lokasi kehilangan di sekitaran tower sains parkiran kpa asrama its bagi  menemukan diharap untuk menghubungi,"['info', 'kehilangan', 'menemukan', 'dompet', 'ciri', 'ciri', 'berwarna', 'hitam', 'ktp', 'nama', 'irhamna', 'bintang', 'pratama', 'atm', 'bca', 'stnk', 'sim', 'a', 'amp', 'sim', 'c', 'lokasi', 'kehilangan', 'sekitaran', 'tower', 'sains', 'parkiran', 'kpa', 'asrama', 'its', 'menemukan', 'diharap', 'menghubungi']"
 superindo arh sebelahe hypermart iku  makanan sg siap makan ta  cuma di mulyos makasi,"['superindo', 'arh', 'sebelahe', 'hypermart', 'iku', 'makanan', 'sg', 'makan', 'ta', 'mulyos', 'makasi']"
gimana ,['gimana']
halo   wisudawan jadi aku mau nawarin kerja sama nih buat   wisudawan  lagi cari fotografer wisuda free buat  minat atau mau tau lebih lanjut bisa langsung rep dibawah atau dm ke ig sulthanhr yah,"['halo', 'wisudawan', 'nawarin', 'kerja', 'nih', 'wisudawan', 'cari', 'fotografer', 'wisuda', 'free', 'minat', 'tau', 'langsung', 'rep', 'dibawah', 'dm', 'ig', 'sulthanhr', 'yah']"
info beli ciput offline selain di sakinah dimana  ,"['info', 'beli', 'ciput', 'offline', 'sakinah', 'dimana']"
 info kode voucher gride donk selain gjekinaja,"['info', 'kode', 'voucher', 'gride', 'donk', 'gjekinaja']"
ges info tempat beli hairtonic serta harganya ,"['ges', 'info', 'beli', 'hairtonic', 'harganya']"
permisi mau tanya,['permisi']
laporan kehilangan stnk plat l xe sekitar manarul depan parkiran pusat bagi  menemukan atau mendapat info bisa menghubungi shella makasiii,"['laporan', 'kehilangan', 'stnk', 'plat', 'l', 'xe', 'manarul', 'parkiran', 'pusat', 'menemukan', 'info', 'menghubungi', 'shella', 'makasiii']"
lagi tes lisan praktikum dan waktu ditanya  bisa jawab,"['tes', 'lisan', 'praktikum']"
 kalau   tau info kos   dalam dekat non ac under k reply ,"['tau', 'info', 'kos', 'non', 'ac', 'under', 'k', 'reply']"
 mb  rambutnya panjang ko gemes  liatnya,"['mb', 'rambutnya', 'ko', 'gemes', 'liatnya']"
  tau tempat refil gas portabel  si di sekitaran keputih gas portabel  buat ndaki biasanya,"['tau', 'refil', 'gas', 'portabel', 'si', 'sekitaran', 'keputih', 'gas', 'portabel', 'ndaki']"
permisi   hari ini jaslabnya nganggur dan bisa dipinjam sender  sender habis ini  praktikum tapi temen sender salah bawain jas insha allah senin udah sender balikin makasi,"['permisi', 'jaslabnya', 'nganggur', 'dipinjam', 'sender', 'sender', 'habis', 'praktikum', 'temen', 'sender', 'salah', 'bawain', 'jas', 'insha', 'allah', 'senin', 'udah', 'sender', 'balikin', 'makasi']"
,[]
  tahu info buat surat bebas narkoba  murah nggaa guysss makasih,"['info', 'surat', 'bebas', 'narkoba', 'murah', 'nggaa', 'guysss', 'makasih']"
cung  harihari begini,"['cung', 'harihari']"
maba siapa  foto sama crushnya berhenti di bulan agustus alias gerigi,"['maba', 'foto', 'crushnya', 'berhenti', 'agustus', 'alias', 'gerigi']"
 info oprec buat panitia gak lagi nyari buat ngisi skem semester ini nih,"['info', 'oprec', 'panitia', 'gak', 'nyari', 'ngisi', 'skem', 'semester', 'nih']"
mutualann yuu ,"['mutualann', 'yuu']"
swifties udah pada denger lagu baru belommmm,"['swifties', 'udah', 'denger', 'lagu', 'belommmm']"
paylater iphone yay or nay,"['paylater', 'iphone', 'yay', 'or', 'nay']"
ayang guess im stuck forever by the glue,"['ayang', 'guess', 'im', 'stuck', 'forever', 'by', 'the', 'glue']"
biasanya ganti lampu motor berapa  harganyaa sama kalo dari its paling deket dimanaa tia,"['ganti', 'lampu', 'motor', 'harganyaa', 'kalo', 'its', 'deket', 'dimanaa', 'tia']"
 cara ngurus stnk  hilang tuh gimana ,"['ngurus', 'stnk', 'hilang', 'tuh', 'gimana']"
saran kado buat temen cewek ,"['saran', 'kado', 'temen', 'cewek']"
jualan di sini   kan mau jual barang barang kos  mungkin masih bisa dipake biar  repot bawa balik ke rumah sender,"['jualan', 'jual', 'barang', 'barang', 'kos', 'dipake', 'biar', 'repot', 'bawa', 'rumah', 'sender']"
yukk   lagi nyari info panit sekaligus buat nambah pengalaman skem bonus ayang klo dapet sabii nih join,"['yukk', 'nyari', 'info', 'panit', 'nambah', 'pengalaman', 'skem', 'bonus', 'ayang', 'klo', 'dapet', 'sabii', 'nih', 'join']"
bsok nyepi libur egk yh,"['bsok', 'nyepi', 'libur', 'egk', 'yh']"
halo   mau bantuin isi kuesioner ngga syaratnya cuma mahasiswa ajaa kalo mau rep aja nanti aku dm yaa thankyouu sebelumnya,"['halo', 'bantuin', 'isi', 'kuesioner', 'ngga', 'syaratnya', 'mahasiswa', 'ajaa', 'kalo', 'rep', 'aja', 'dm', 'yaa', 'thankyouu']"
kenapa di lingpus banyak ulet,"['lingpus', 'ulet']"
for   di youtube its interview fk,"['for', 'youtube', 'its', 'interview', 'fk']"
siapapun  buka anjem pp keputih c perpus drop hargaa sekalian,"['buka', 'anjem', 'pp', 'keputih', 'c', 'perpus', 'drop', 'hargaa']"
info jasa cuci sepatuu  guys,"['info', 'jasa', 'cuci', 'sepatuu', 'guys']"
  mau ikuta bcc petrolida ,"['ikuta', 'bcc', 'petrolida']"
jgn lupa open dm  ,"['jgn', 'lupa', 'open', 'dm']"
info  jual bouquet sehari jadi,"['info', 'jual', 'bouquet', 'sehari']"
tempat laundry sepatu disekitaran  terpercaya dmn ,"['laundry', 'sepatu', 'disekitaran', 'terpercaya', 'dmn']"
sks jatah  masuk berapa kali,"['sks', 'jatah', 'masuk', 'kali']"
capek banget kosan sender jeglak jeglek mulu,"['capek', 'banget', 'kosan', 'sender', 'jeglak', 'jeglek', 'mulu']"
info  bsa anter jemput perumdos ke kopi lain hati keputih  sekitar jam malem an,"['info', 'bsa', 'anter', 'jemput', 'perumdos', 'kopi', 'hati', 'keputih', 'jam', 'malem', 'an']"
tanya ,[]
rekom surat bebas narkoba wilayah  murah dongg guyss makasih,"['rekom', 'surat', 'bebas', 'narkoba', 'wilayah', 'murah', 'dongg', 'guyss', 'makasih']"
  tau tempat beli kemeja hitam cewek offline store,"['tau', 'beli', 'kemeja', 'hitam', 'cewek', 'offline', 'store']"
congrats  lolos ke interview iisma ,"['congrats', 'lolos', 'interview', 'iisma']"
  ikut karate mungkin bisa bantu temen sender isi kuesioner terima kasih sebelumnya,"['karate', 'bantu', 'temen', 'sender', 'isi', 'kuesioner', 'terima', 'kasih']"
guyss  pernah urus skck kalau ngurusnya di polsek terdekat tidak sesuai kecamatan di ktp gimanaa  harus bawa surat tambahann makasi,"['guyss', 'urus', 'skck', 'ngurusnya', 'polsek', 'terdekat', 'sesuai', 'kecamatan', 'ktp', 'gimanaa', 'bawa', 'surat', 'tambahann', 'makasi']"
permisi masmba maaf mengganggu sebelumnya,"['permisi', 'masmba', 'maaf', 'mengganggu']"
guys info ngurus surat keterangan bebas narkoba di mana yaa sama berapa hari estimasi selesainya,"['guys', 'info', 'ngurus', 'surat', 'keterangan', 'bebas', 'narkoba', 'yaa', 'estimasi', 'selesainya']"
kamisss liburr gakkkk,"['kamisss', 'liburr', 'gakkkk']"
menurut kalian forum organisasi  sampai larut malem itu wajar atau ngga si  pure nanya pendapat aja,"['forum', 'organisasi', 'larut', 'malem', 'wajar', 'ngga', 'si', 'pure', 'nanya', 'pendapat', 'aja']"
cafe di ccws bisa reservasi   minimal pembelian brp sender asdos mw asistensi,"['cafe', 'ccws', 'reservasi', 'minimal', 'pembelian', 'brp', 'sender', 'asdos', 'mw', 'asistensi']"
  dari pengalaman  lalu kalo pesen tiket pulang ke jkt aman nya h brp lebaran  makasii,"['pengalaman', 'kalo', 'pesen', 'tiket', 'pulang', 'jkt', 'aman', 'nya', 'h', 'brp', 'lebaran', 'makasii']"
rekomen jajan di gebang atau keputih  ,"['rekomen', 'jajan', 'gebang', 'keputih']"
masuk panit dan organisasi di semester  telat kann,"['masuk', 'panit', 'organisasi', 'semester', 'telat', 'kann']"
rekomin warkop selain dd   sekitar gebang keputih,"['rekomin', 'warkop', 'dd', 'gebang', 'keputih']"
    tau gak cara benerin laptop  tbtb gak  suaranya ak udah troubleshoot terus ngikutin pertunjuknya ttp gak bisa makasihh,"['tau', 'gak', 'benerin', 'laptop', 'tbtb', 'gak', 'suaranya', 'ak', 'udah', 'troubleshoot', 'ngikutin', 'pertunjuknya', 'ttp', 'gak', 'makasihh']"
bnyk bgt  cari ayang di menfess jdi penasaran emg beneran   pcran grgr its fess kah,"['bnyk', 'bgt', 'cari', 'ayang', 'menfess', 'jdi', 'penasaran', 'emg', 'beneran', 'pcran', 'grgr', 'its', 'fess', 'kah']"
info jastip mixue  ges,"['info', 'jastip', 'mixue', 'ges']"
orang  jago presentasi keren sebenernya ,"['orang', 'jago', 'presentasi', 'keren', 'sebenernya']"
infoooo kipk kapan cair yhh,"['infoooo', 'kipk', 'cair', 'yhh']"
spill  dan  terpinter di angkatanmu itu seperti ,"['spill', 'terpinter', 'angkatanmu']"
info di medecen   poli tht,"['info', 'medecen', 'poli', 'tht']"
gaisss infoo  jual bucket bunga asli deket dongg,"['gaisss', 'infoo', 'jual', 'bucket', 'bunga', 'asli', 'deket', 'dongg']"
kayanya di its banyak  jomblo tp gada  mau nyangkut sama sender kh,"['kayanya', 'its', 'jomblo', 'tp', 'gada', 'nyangkut', 'sender', 'kh']"
telah ditemukan tablet merk advan warna biru di kelas di bawah kursidimohon untuk bisa dm segera hnfmbssyr,"['ditemukan', 'tablet', 'merk', 'advan', 'warna', 'biru', 'kelas', 'kursidimohon', 'dm', 'hnfmbssyr']"
,[]
tolong kesadarannya ,"['tolong', 'kesadarannya']"
barusan banget lewat lagii,"['barusan', 'banget', 'lagii']"
  punya adekk,['adekk']
kalian tipe orang  harus wangi atau  penting gak bau  jawabannya harus wangi spill tahan wangi seharian ala kamu  mniz,"['tipe', 'orang', 'wangi', 'gak', 'bau', 'jawabannya', 'wangi', 'spill', 'tahan', 'wangi', 'seharian', 'ala', 'mniz']"
tempat  jual earphone kabel dmn  ges info,"['jual', 'earphone', 'kabel', 'dmn', 'ges', 'info']"
aku mau beli bucket wisuda buat kating,"['beli', 'bucket', 'wisuda', 'kating']"
dpr sahkan uu harpitnas,"['dpr', 'sahkan', 'uu', 'harpitnas']"
rekom tempat nugas  bisa buat nugas dari siang sampe malem,"['rekom', 'nugas', 'nugas', 'siang', 'sampe', 'malem']"
 info tukang urut ibuibu di keputih  bisa datang ke kos pegel banget,"['info', 'tukang', 'urut', 'ibuibu', 'keputih', 'kos', 'pegel', 'banget']"
,[]
,[]
 kalau mau beli stiker di scc itu bukanya kapan ,"['beli', 'stiker', 'scc', 'bukanya']"
  tau ngga,"['tau', 'ngga']"
kalau dosen udah save kontak kita,"['dosen', 'udah', 'save', 'kontak']"
naik gojek jam segini aman gak  kirakira sender baru turun kereta dan mau langsung otw kos,"['gojek', 'jam', 'segini', 'aman', 'gak', 'kirakira', 'sender', 'turun', 'kereta', 'langsung', 'otw', 'kos']"
  minta tolong review dosen tersebut ,"['tolong', 'review', 'dosen']"
halo   buka jasa anterjemput mobil besok dari ps turi ke wisma permai   reply kalau  ,"['halo', 'buka', 'jasa', 'anterjemput', 'mobil', 'besok', 'ps', 'turi', 'wisma', 'permai', 'reply']"
info kemah di,"['info', 'kemah']"
ketik klo para maba tuh pada fomo buat ambil matkul atas,"['ketik', 'klo', 'maba', 'tuh', 'fomo', 'ambil', 'matkul']"
review dosen bu elly agustiani teknopreneur gaiss beliau ngajarnya gimana dan apakah nilainya amann terima kasihhh,"['review', 'dosen', 'bu', 'elly', 'agustiani', 'teknopreneur', 'gaiss', 'beliau', 'ngajarnya', 'gimana', 'nilainya', 'amann', 'terima', 'kasihhh']"
hehe makasiii,"['hehe', 'makasiii']"
   hpnya samsung review  gimana hp samsung itu,"['hpnya', 'samsung', 'review', 'gimana', 'hp', 'samsung']"
 kalian suka curiga gitu gasih klo tb   sering ngechat kalian kyk mikir ni orang mau ngapain penasaran kah,"['suka', 'curiga', 'gitu', 'gasih', 'klo', 'tb', 'ngechat', 'kyk', 'mikir', 'ni', 'orang', 'ngapain', 'penasaran', 'kah']"
info kost  di perumdos ,"['info', 'kost', 'perumdos']"
,[]
kalah  sama masha,"['kalah', 'masha']"
capek masih nt terus,"['capek', 'nt']"
    punya ebook algoritma pemrograman selain ini gaa  dipake sm dosen buat perkuliahan klo bisa sender mau nyicil belajar tia,"['ebook', 'algoritma', 'pemrograman', 'gaa', 'dipake', 'sm', 'dosen', 'perkuliahan', 'klo', 'sender', 'nyicil', 'belajar', 'tia']"
sewa bis its apakah bayar masmbarek,"['sewa', 'bis', 'its', 'bayar', 'masmbarek']"
  review dosen math pak iqbal,"['review', 'dosen', 'math', 'iqbal']"
misii mo tanya,"['misii', 'mo']"
rill ternyata rekcr tweet mutual,"['rill', 'rekcr', 'tweet', 'mutual']"
hes a tapi following twt nya  semua,"['hes', 'a', 'following', 'twt', 'nya']"
mau rekomendasiin ke warga laundry  harum,"['rekomendasiin', 'warga', 'laundry', 'harum']"
dateng frs offline ke tw jam yay or nay,"['dateng', 'frs', 'offline', 'tw', 'jam', 'yay', 'or', 'nay']"
dosen alprog paling enak siapa ,"['dosen', 'alprog', 'enak']"
 kirakira    service pc  bisa dateng ke tempat di deket lagi perlu nih tia,"['kirakira', 'service', 'pc', 'dateng', 'deket', 'nih', 'tia']"
serius penasaran,"['serius', 'penasaran']"
 mau join pkm,"['join', 'pkm']"
  mau beli herborist aloe vera gel moisturizer   aku beli kebanyakan,"['beli', 'herborist', 'aloe', 'vera', 'gel', 'moisturizer', 'beli', 'kebanyakan']"
info pantai atau tempat nongkrong tepi laut buat healing sebelum masuk kuliah lagi,"['info', 'pantai', 'nongkrong', 'tepi', 'laut', 'healing', 'masuk', 'kuliah']"
info tim besar its  deket mau oprec,"['info', 'tim', 'its', 'deket', 'oprec']"
 maba   ngulang kimia ngga,"['maba', 'ngulang', 'kimia', 'ngga']"
di departemen kalian,['departemen']
info kompor portable preloved,"['info', 'kompor', 'portable', 'preloved']"
mau nanya,['nanya']
gw tau lu suka gw,"['gw', 'tau', 'lu', 'suka', 'gw']"
info dosen wastek dongggg  ,"['info', 'dosen', 'wastek', 'dongggg']"
,[]
 pake notion buat sehari hari,"['pake', 'notion', 'sehari']"
  punya nomor bengkel  bisa ambil motor ke kosan  ini motorku  bisa nyala,"['nomor', 'bengkel', 'ambil', 'motor', 'kosan', 'motorku', 'nyala']"
mohon riviu nya lagi  ,"['mohon', 'riviu', 'nya']"
beli produk dataprint sekitaran its dimana  ,"['beli', 'produk', 'dataprint', 'sekitaran', 'its', 'dimana']"
semprotulation teruntuk  upix  tidak ngeup sg jadi aku ucapin disini saja semoga lancar ngeta nya sampe sidang doa berlaku juga untuk  amp   udah sempro juga,"['semprotulation', 'teruntuk', 'upix', 'ngeup', 'sg', 'ucapin', 'semoga', 'lancar', 'ngeta', 'nya', 'sampe', 'sidang', 'doa', 'berlaku', 'amp', 'udah', 'sempro']"
berulangulang mulu wkwk gws ae angkatan tua smoga dapat kelas ,"['berulangulang', 'mulu', 'wkwk', 'gws', 'ae', 'angkatan', 'tua', 'smoga', 'kelas']"
stress  sih ngeliat maba dari smt lalu sampai skrg minim literasi mulu masalah bayar ukt lah,"['stress', 'sih', 'ngeliat', 'maba', 'smt', 'skrg', 'minim', 'literasi', 'mulu', 'bayar', 'ukt']"
maba   ngulang mat ,"['maba', 'ngulang', 'mat']"
testimoni kelas pengayaan  seru  atau mending dikonversi aja,"['testimoni', 'kelas', 'pengayaan', 'seru', 'mending', 'dikonversi', 'aja']"
udah pada balik  kah,"['udah', 'kah']"
,[]
 tiaa,['tiaa']
info rekomen dosen wastek  nilai aman,"['info', 'rekomen', 'dosen', 'wastek', 'nilai', 'aman']"
mbakmas adakah  mau bersuka hati ngasi review dosen makasiii,"['mbakmas', 'adakah', 'bersuka', 'hati', 'ngasi', 'review', 'dosen', 'makasiii']"
 di  udah  lawson atau ikea belum yakk,"['udah', 'lawson', 'ikea', 'yakk']"
maba   ngulang matkul bahasa inggris,"['maba', 'ngulang', 'matkul', 'bahasa', 'inggris']"
bedanya kls khusus teknopreneur sama kls reguler   klo kls khusus sering presentasi ,"['bedanya', 'kls', 'khusus', 'teknopreneur', 'kls', 'reguler', 'klo', 'kls', 'khusus', 'presentasi']"
beli maklor sekitaran dimana yak,"['beli', 'maklor', 'sekitaran', 'dimana', 'yak']"
review dosen bu deti rahmawati teknopreneur gaiss beliau ngajarnya gimana dan apakah nilainya amann makasii,"['review', 'dosen', 'bu', 'deti', 'rahmawati', 'teknopreneur', 'gaiss', 'beliau', 'ngajarnya', 'gimana', 'nilainya', 'amann', 'makasii']"
review dosen pak muchammad nurif teknopreneur gaiss beliau ngajarnya gimana dan apakah nilainya amann makasii,"['review', 'dosen', 'muchammad', 'nurif', 'teknopreneur', 'gaiss', 'beliau', 'ngajarnya', 'gimana', 'nilainya', 'amann', 'makasii']"
rekomendasi kipas angin  worth it buat anak kos  ,"['rekomendasi', 'kipas', 'angin', 'worth', 'it', 'anak', 'kos']"
review dosen pak muchammad nurif teknopreneur dan pak gogor arif handiwobowo teknopreneur dongss beliau secara tugas,"['review', 'dosen', 'muchammad', 'nurif', 'teknopreneur', 'gogor', 'arif', 'handiwobowo', 'teknopreneur', 'dongss', 'beliau', 'tugas']"
tutorial membelah diri ,"['tutorial', 'membelah']"
maba tidak datang perwalian boleh akibatnya ,"['maba', 'perwalian', 'akibatnya']"
  butuh tiket kereta tanggal dan jam inii sender mau ganti jam soalnya perwaliannya lebih awal ternyata,"['butuh', 'tiket', 'kereta', 'tanggal', 'jam', 'inii', 'sender', 'ganti', 'jam', 'perwaliannya']"
 review dosennya gmn sm nilainya tia,"['review', 'dosennya', 'gmn', 'sm', 'nilainya', 'tia']"
review dosen helmy boemiya kwn,"['review', 'dosen', 'helmy', 'boemiya', 'kwn']"
spill seblak langgananmu ,"['spill', 'seblak', 'langgananmu']"
uda sempet minta pindah kamar ke ibu kos tp gbisa krena gda kamar kosong lainnya tulungono aku rekkkk,"['uda', 'sempet', 'pindah', 'kamar', 'kos', 'tp', 'gbisa', 'krena', 'gda', 'kamar', 'kosong', 'tulungono', 'rekkkk']"
guys gimana cara tegur  sopan tetangga kamar kos  bau bgt,"['guys', 'gimana', 'tegur', 'sopan', 'tetangga', 'kamar', 'kos', 'bau', 'bgt']"
tolong  kalo udah dibagi jam war kelasnya  ambil sesuai jamnya,"['tolong', 'kalo', 'udah', 'dibagi', 'jam', 'war', 'kelasnya', 'ambil', 'sesuai', 'jamnya']"
 mau nanya dosen tekno pak ridho banyuaji testimoninya gmn  makasih,"['nanya', 'dosen', 'tekno', 'ridho', 'banyuaji', 'testimoninya', 'gmn', 'makasih']"
  anak arsi,"['anak', 'arsi']"
,[]
 ini  udah dapet form isian frs matkul bersama ulangan  belum  antriannya gimana,"['udah', 'dapet', 'form', 'isian', 'frs', 'matkul', 'ulangan', 'antriannya', 'gimana']"
info kos putri include listrik under sejuta   makasii,"['info', 'kos', 'putri', 'include', 'listrik', 'under', 'sejuta', 'makasii']"
ceritain frs offline kalian wkwkwkwkwk,"['ceritain', 'frs', 'offline', 'wkwkwkwkwk']"
udah nunggu dari jam setengah di menara sains malah disuruh balik lagi besok jam pagi,"['udah', 'nunggu', 'jam', 'menara', 'sains', 'disuruh', 'besok', 'jam', 'pagi']"
smgt cari ,"['smgt', 'cari']"
mbakmas teknik mesin   pernah dapet dosen pak nur ikhwan kah untuk mata kuliah analisa numerik boleh minta reviewnya  mbakmas terima kasih sebelumnyaa,"['mbakmas', 'teknik', 'mesin', 'dapet', 'dosen', 'nur', 'ikhwan', 'kah', 'mata', 'kuliah', 'analisa', 'numerik', 'reviewnya', 'mbakmas', 'terima', 'kasih', 'sebelumnyaa']"
kalo ktm bri ilang proswdurnya langsung ke bri its at au gimana ,"['kalo', 'ktm', 'bri', 'ilang', 'proswdurnya', 'langsung', 'bri', 'its', 'at', 'au', 'gimana']"
lebih lanjut,[]
tim pkm kami sedang membutuhkan anggota dari dept elektro,"['tim', 'pkm', 'membutuhkan', 'anggota', 'dept', 'elektro']"
kalau portofolio skem bidang kompetisi belum diverifikasi itu gimana   harus menghubungi ditmawa atau doswal,"['portofolio', 'skem', 'bidang', 'kompetisi', 'diverifikasi', 'gimana', 'menghubungi', 'ditmawa', 'doswal']"
permisi  mbaknya,"['permisi', 'mbaknya']"
infoo  matkul pengayaan bakal tambah kuota  yaa,"['infoo', 'matkul', 'pengayaan', 'kuota', 'yaa']"
tolong  infonya ngelesin dimana  rbjam,"['tolong', 'infonya', 'ngelesin', 'dimana', 'rbjam']"
closed yaa suwunn,"['closed', 'yaa', 'suwunn']"
kalian perwalian sama doswal online  offline ,"['perwalian', 'doswal', 'online', 'offline']"
  adakah  masih punya buku matematika sm kimia tolong reply yaa nanti sender dm makasih,"['adakah', 'buku', 'matematika', 'sm', 'kimia', 'tolong', 'reply', 'yaa', 'sender', 'dm', 'makasih']"
 konsekuensi drop mk sender pengen nyoba sks tapi takut  kuatt,"['konsekuensi', 'drop', 'mk', 'sender', 'pengen', 'nyoba', 'sks', 'takut', 'kuatt']"
liat daftar dosen matkul kwn dimana yaa,"['liat', 'daftar', 'dosen', 'matkul', 'kwn', 'dimana', 'yaa']"
  minta tolong review,"['tolong', 'review']"
mau tanya kalo maba matkul departemen pilih kelas abcd gak ,"['kalo', 'maba', 'matkul', 'departemen', 'pilih', 'kelas', 'abcd', 'gak']"
,[]
h gizimu udah diperbaiki blumm,"['h', 'gizimu', 'udah', 'diperbaiki', 'blumm']"
  baru dari lur negri gaa boleh minjem tiketnya buat daftr imei di beacukainanti aku bayar k,"['lur', 'negri', 'gaa', 'minjem', 'tiketnya', 'daftr', 'imei', 'beacukainanti', 'bayar', 'k']"
 dkv rep dongg mau nanya soal matkul pengayaannya thanks,"['dkv', 'rep', 'dongg', 'nanya', 'matkul', 'pengayaannya', 'thanks']"
ini pengumumannya kpn  ,"['pengumumannya', 'kpn']"
tambahin lagu  nichh nanti sender muncul di komen,"['tambahin', 'lagu', 'nichh', 'sender', 'muncul', 'komen']"
  mau kursi pengayaan reply aku  banyak,"['kursi', 'pengayaan', 'reply']"
mau nanya ,['nanya']
open follback edisi frs like  tweet ini reply dengan a asal departemenfakultas b bukti civitas akademika its dosen,"['open', 'follback', 'edisi', 'frs', 'like', 'tweet', 'reply', 'a', 'departemenfakultas', 'b', 'bukti', 'civitas', 'akademika', 'its', 'dosen']"
gimana warnya sesuai jadwal cantik ,"['gimana', 'warnya', 'sesuai', 'jadwal', 'cantik']"
kalau ambil mata kuliah pilihan harus berapa minimal mahasiswa  ambil matkul tsb biar kelas itu gak ditiadakan,"['ambil', 'mata', 'kuliah', 'pilihan', 'minimal', 'mahasiswa', 'ambil', 'matkul', 'tsb', 'biar', 'kelas', 'gak', 'ditiadakan']"
di bisa wtt juga engga cr base sebelah,"['wtt', 'engga', 'cr', 'base', 'sebelah']"
  tau cara naik bus ke ciputra world,"['tau', 'bus', 'ciputra', 'world']"
kok bisa mahasiswa an tapi matkul wajib cuman buka kelas,"['mahasiswa', 'an', 'matkul', 'wajib', 'cuman', 'buka', 'kelas']"
tu skpb itu sebelah mana  ,"['tu', 'skpb', 'sebelah']"
  butuh kos gebang kidul ngga aku udah dp buat bln pertama rbbln aja  luar,"['butuh', 'kos', 'gebang', 'kidul', 'ngga', 'udah', 'dp', 'bln', 'rbbln', 'aja']"
j udah buka belum,"['j', 'udah', 'buka']"
kalo  kating  minta drop matkul kacangin aja,"['kalo', 'kating', 'drop', 'matkul', 'kacangin', 'aja']"
siapa  gak sabar kuliah kaya senderrr,"['gak', 'sabar', 'kuliah', 'kaya', 'senderrr']"
makin cari tau makin sakit hati,"['cari', 'tau', 'sakit', 'hati']"
review pengayaan pemasaran dkv  guys  pernah,"['review', 'pengayaan', 'pemasaran', 'dkv', 'guys']"
matkul pengayaan boleh ambil matkul pengayaan jurusan sendiri ,"['matkul', 'pengayaan', 'ambil', 'matkul', 'pengayaan', 'jurusan']"
info apakah matkul pengayaan  restock lagi uda banyak  full,"['info', 'matkul', 'pengayaan', 'restock', 'uda', 'full']"
minggu depan kuliah,"['minggu', 'kuliah']"
 tolong review dosen teknopreneur pak eko nurmianto ,"['tolong', 'review', 'dosen', 'teknopreneur', 'eko', 'nurmianto']"
review dosen pak bustanul arifin noer teknopreneur gaiss beliau ngajarnya gimana dan apakah nilainya amann makasii,"['review', 'dosen', 'bustanul', 'arifin', 'noer', 'teknopreneur', 'gaiss', 'beliau', 'ngajarnya', 'gimana', 'nilainya', 'amann', 'makasii']"
 guna internet cepat tapi akhirnya disuruh drop matkul sama kating,"['internet', 'cepat', 'disuruh', 'drop', 'matkul', 'kating']"
yuk next  mau antar jemput bisa save nomor ini yaaa,"['yuk', 'next', 'jemput', 'save', 'nomor', 'yaaa']"
 dari kimia ini kelas dept nya kapan  muncul nungguin dari jam belum keluar juga tia,"['kimia', 'kelas', 'dept', 'nya', 'muncul', 'nungguin', 'jam', 'tia']"
review dosen pak yuda prasetiawan teknopreneur gaiss beliau ngajarnya gimana dan apakah nilainya amann makasii,"['review', 'dosen', 'yuda', 'prasetiawan', 'teknopreneur', 'gaiss', 'beliau', 'ngajarnya', 'gimana', 'nilainya', 'amann', 'makasii']"
info buat  mau ngulang matkul upmb,"['info', 'ngulang', 'matkul', 'upmb']"
   tau tempat jahit disekitar its soalnya resleting tas ku rusak makasi,"['tau', 'jahit', 'disekitar', 'its', 'resleting', 'tas', 'ku', 'rusak', 'makasi']"
review dosen tekno inisial bs masmba,"['review', 'dosen', 'tekno', 'inisial', 'bs', 'masmba']"
kolam renang sekitar   masih buka pas malem hari dimana ,"['kolam', 'renang', 'buka', 'pas', 'malem', 'dimana']"
matkul pengayaan tu  yh sama  dengan matkul peminatan,"['matkul', 'pengayaan', 'tu', 'yh', 'matkul', 'peminatan']"
